"tBodyAcc.mean...X" "tBodyAcc.mean...Y" "tBodyAcc.mean...Z" "tGravityAcc.mean...X" "tGravityAcc.mean...Y" "tGravityAcc.mean...Z" "tBodyAccJerk.mean...X" "tBodyAccJerk.mean...Y" "tBodyAccJerk.mean...Z" "tBodyGyro.mean...X" "tBodyGyro.mean...Y" "tBodyGyro.mean...Z" "tBodyGyroJerk.mean...X" "tBodyGyroJerk.mean...Y" "tBodyGyroJerk.mean...Z" "tBodyAccMag.mean.." "tGravityAccMag.mean.." "tBodyAccJerkMag.mean.." "tBodyGyroMag.mean.." "tBodyGyroJerkMag.mean.." "fBodyAcc.mean...X" "fBodyAcc.mean...Y" "fBodyAcc.mean...Z" "fBodyAccJerk.mean...X" "fBodyAccJerk.mean...Y" "fBodyAccJerk.mean...Z" "fBodyGyro.mean...X" "fBodyGyro.mean...Y" "fBodyGyro.mean...Z" "fBodyAccMag.mean.." "fBodyBodyAccJerkMag.mean.." "fBodyBodyGyroMag.mean.." "fBodyBodyGyroJerkMag.mean.."
"161" 0.29569289 -0.017291 -0.099927816 0.89842695 -0.3561928 -0.058276382 0.0080660295 0.1379564 -0.06330757 0.39382596 -0.4252805 -0.061594545 -0.21565778 -0.033554862 0.030606459 -0.1271837 -0.1271837 -0.46139921 -0.0043172015 -0.53946255 -0.42485524 -0.17531361 -0.44060852 -0.49641992 -0.41956605 -0.66448773 -0.37106998 -0.25067393 -0.27667662 -0.4295266 -0.48347949 -0.21760316 -0.62646125
"162" 0.34408292 -0.019665159 -0.14195199 0.89521737 -0.355796 -0.053499951 0.039049 0.028465391 -0.036251822 0.12339394 -0.20900097 0.024990325 -0.3288703 0.18525532 0.078780625 -0.13258213 -0.13258213 -0.4488861 0.015006792 -0.58231597 -0.39958823 -0.22276461 -0.451622 -0.45553312 -0.43978128 -0.67657755 -0.32453383 -0.25944421 -0.2989004 -0.44426029 -0.46382681 -0.31868009 -0.63934962
"163" 0.33299252 -0.030312276 -0.11360054 0.89888016 -0.35213276 -0.053521841 0.27426955 -0.13999734 -0.24427363 -0.019548448 -0.15851495 0.060704564 0.17698182 -0.0054226697 -0.15017404 -0.2109106 -0.2109106 -0.53499132 -0.19831651 -0.65273773 -0.42403479 -0.29186627 -0.47230908 -0.5194847 -0.52126894 -0.7338792 -0.44924045 -0.38813446 -0.50105685 -0.41305606 -0.53771599 -0.46470037 -0.71446129
"164" 0.31672153 -0.023908255 -0.1107584 0.89888028 -0.34765868 -0.048482583 0.32567494 -0.12756521 -0.31412688 0.093609178 -0.31586058 0.061595964 -0.081348887 0.14602982 -0.095476592 -0.16248997 -0.16248997 -0.50257789 -0.24112709 -0.62252988 -0.38962745 -0.17868763 -0.39731517 -0.47760078 -0.40295594 -0.74322025 -0.52471141 -0.34793712 -0.47126284 -0.36979867 -0.45395395 -0.40064208 -0.65528888
"165" 0.27425493 -0.028953751 -0.15558324 0.89996176 -0.34767434 -0.048123723 0.11069669 0.031708025 -0.034193869 -0.28687201 0.076320917 0.20333775 -0.40714936 0.1566645 0.013531911 -0.19378591 -0.19378591 -0.5123676 -0.21674492 -0.64719475 -0.5039621 -0.32581963 -0.50883056 -0.512621 -0.46472667 -0.75472186 -0.43796976 -0.39137787 -0.54753259 -0.42693423 -0.48038504 -0.47473315 -0.68105937
"166" 0.26034404 -0.03367069 -0.12730182 0.89560464 -0.35903232 -0.063491643 0.10127196 0.045776338 0.012626912 -0.4025515 0.18892068 0.1662548 -0.044353036 -0.24305293 0.017607186 -0.2642458 -0.2642458 -0.58322676 -0.18291195 -0.6716453 -0.56309252 -0.45145731 -0.52128511 -0.62985573 -0.60862455 -0.74315155 -0.69308859 -0.39058874 -0.54362496 -0.47532168 -0.65031931 -0.45461895 -0.73052558
"167" 0.27771111 -0.0089315038 -0.081181352 0.89102832 -0.36713357 -0.068768534 0.052027741 -0.10423862 -0.090949888 -0.22799482 0.0052525233 0.11036783 0.12181176 -0.021329426 -0.20908786 -0.23580451 -0.23580451 -0.5954524 -0.29434677 -0.67423438 -0.5742091 -0.38484206 -0.48593649 -0.65954337 -0.567073 -0.73424822 -0.57609557 -0.43905375 -0.62337005 -0.45161404 -0.6585611 -0.42781459 -0.69601859
"168" 0.22622757 -0.053718943 -0.11252061 0.92556435 -0.32223589 -0.055344152 0.010085806 0.11913707 -0.011147195 0.48294142 -0.41166989 -0.01324102 -0.25657209 0.0011409364 0.11446356 -0.1196104 -0.1196104 -0.50544032 -0.072142793 -0.66902467 -0.49635284 -0.27651999 -0.47111671 -0.56915106 -0.48779035 -0.72677542 -0.57087426 -0.45637365 -0.54361783 -0.48149337 -0.52153933 -0.46129468 -0.7297545
"169" 0.25960382 -0.018097161 -0.11447381 0.90540474 -0.34505404 -0.057998853 0.016190236 -0.016132315 0.078242789 0.30268927 -0.24248123 0.0070514413 -0.10083848 -0.057229487 -0.065120127 -0.14393494 -0.14393494 -0.46105393 -0.20162108 -0.63772667 -0.44991701 -0.1670647 -0.48067901 -0.47859847 -0.32014754 -0.69734505 -0.58444658 -0.41201441 -0.53905852 -0.3463119 -0.3887694 -0.39380769 -0.63344202
"170" 0.34402821 -0.035875128 -0.094238465 0.89978807 -0.35076356 -0.057967327 0.10821693 0.041616209 -0.15017728 0.49956189 -0.52978635 -0.065623597 -0.079649559 0.12291871 -0.056539581 -0.11590404 -0.11590404 -0.46484668 -0.0078285619 -0.61252911 -0.41075118 -0.0093092233 -0.39943721 -0.49138263 -0.26248211 -0.691635 -0.38104782 -0.31255032 -0.37144921 -0.27950184 -0.40060502 -0.18173074 -0.60855002
"171" 0.37052032 -0.008881052 -0.15190137 0.89780902 -0.35321481 -0.043385721 0.14726731 -0.12371843 -0.25479781 0.17696499 -0.39705887 0.017452574 -0.26187294 0.26180864 0.024876553 -0.11324947 -0.11324947 -0.49928274 0.018036168 -0.63260699 -0.46555416 -0.15024289 -0.35288048 -0.55913782 -0.43445538 -0.67744308 -0.24924716 -0.25108613 -0.36486596 -0.38787689 -0.536967 -0.26530029 -0.68210495
"172" 0.2732136 -0.012546631 -0.12786494 0.90029946 -0.34325537 -0.049161113 0.22958324 -0.18100394 -0.20787681 -0.21520647 -0.043170455 0.1066202 -0.056268857 -0.26302073 -0.096833741 -0.17019526 -0.17019526 -0.49347618 -0.26585721 -0.64698464 -0.49253442 -0.12386631 -0.42996221 -0.56395078 -0.37756952 -0.68495313 -0.54796875 -0.37800513 -0.48537717 -0.41050428 -0.44525478 -0.45370534 -0.67320022
"173" 0.23124563 -0.0072225043 -0.034995546 0.8950979 -0.33758462 -0.058038101 0.57463693 0.080153208 -0.28269055 0.11349632 -0.31093809 0.10279815 -0.14423158 -0.33251349 -0.10207381 -0.19962581 -0.19962581 -0.51460481 -0.31658604 -0.65996471 -0.38271175 -0.13363327 -0.40896755 -0.5405529 -0.36293152 -0.71530485 -0.48846953 -0.38980875 -0.49840218 -0.37520305 -0.45350135 -0.35774683 -0.66520477
"174" 0.25025528 0.0077234474 -0.058462756 0.89390779 -0.34204157 -0.047549591 0.48878642 -0.039966848 -0.22265028 -0.080600629 -0.11626861 0.16502799 -0.33788829 -0.020148679 0.0050799641 -0.1506328 -0.1506328 -0.46366681 -0.18870131 -0.62687474 -0.32920044 -0.12194793 -0.3423694 -0.48743639 -0.36625203 -0.68320728 -0.30698905 -0.35123825 -0.48210413 -0.25885017 -0.43335633 -0.36192518 -0.65296236
"175" 0.23033751 -0.021806697 -0.11877561 0.89933954 -0.3451352 -0.04348255 -0.16019934 0.056931277 0.033932383 -0.39986007 0.1817015 0.15714125 -0.072889858 -0.089950215 -0.033759713 -0.18524783 -0.18524783 -0.50570964 -0.16204898 -0.65568852 -0.43778344 -0.32764661 -0.50814712 -0.51484983 -0.4904868 -0.73180352 -0.68635689 -0.45288795 -0.51121467 -0.35587484 -0.47578587 -0.49823933 -0.69675571
"176" 0.22969556 -0.05216571 -0.11179085 0.9002146 -0.34601613 -0.055663886 -0.42513808 0.28540964 0.15788031 -0.25001026 0.07612211 0.090359188 0.15811947 -0.073977233 -0.15602748 -0.19233501 -0.19233501 -0.50538152 -0.20589406 -0.67013244 -0.24134953 -0.18116947 -0.45193372 -0.36883762 -0.38016539 -0.72292721 -0.49514635 -0.42008318 -0.4777879 -0.21462969 -0.27552472 -0.49718455 -0.69082454
"304" 0.16085356 -0.067771871 -0.048164595 0.91908992 -0.33329824 -0.14973037 -0.0098459566 0.025165612 -0.04266395 0.44192637 -0.4460487 -0.10462039 -0.23559649 -0.022879314 -0.019887878 -0.13451579 -0.13451579 -0.48820778 -0.049551464 -0.60764411 -0.39265252 -0.24824541 -0.43362504 -0.46859439 -0.47554305 -0.64967991 -0.61845923 -0.35244786 -0.49385624 -0.37667488 -0.47229729 -0.39238367 -0.63769666
"305" 0.19737448 -0.023080695 -0.10202009 0.89210214 -0.36604115 -0.126181 0.37568158 0.15148453 -0.069431009 0.26995258 -0.33381619 -0.085099144 -0.22928668 0.040922493 -0.038570975 -0.14753214 -0.14753214 -0.4640663 -0.18846333 -0.58810201 -0.37639019 -0.22036023 -0.43217895 -0.48723675 -0.45870179 -0.67732994 -0.6015515 -0.3628841 -0.50548271 -0.33778653 -0.46474511 -0.33628166 -0.61966952
"306" 0.28930934 -0.039572283 -0.12029202 0.8745609 -0.38315837 -0.11844362 0.13750367 -0.016929449 0.034923092 0.43722346 -0.53590844 -0.13945386 0.17859579 -0.010750227 -0.18884946 -0.10517233 -0.10517233 -0.4729144 0.072639046 -0.57826246 -0.41209488 -0.21686932 -0.46693562 -0.46184745 -0.42805689 -0.67367746 -0.22669603 -0.27044971 -0.3254291 -0.36129969 -0.4817926 -0.017687111 -0.63853878
"307" 0.30968525 -0.026232277 -0.062244884 0.87703007 -0.38440483 -0.11620288 -0.28029603 -0.0095849039 0.089618116 0.36180946 -0.44305455 -0.05393769 -0.12944377 0.0031857353 0.00029344713 -0.099399058 -0.099399058 -0.51539822 0.087607433 -0.58480201 -0.27367494 -0.1721088 -0.47120619 -0.47322104 -0.43985846 -0.71595683 -0.35451927 -0.19827899 -0.34948177 -0.40995896 -0.4580292 -0.078921231 -0.59442796
"308" 0.24748304 0.00056547901 -0.07518192 0.88517447 -0.37824168 -0.1032177 0.073365376 0.013785748 -0.073407426 -0.13619159 0.031428311 0.10526635 -0.34356947 0.038049277 0.060984557 -0.072464775 -0.072464775 -0.47641887 -0.12763233 -0.58606799 -0.36802533 -0.20212692 -0.46753336 -0.44668129 -0.43957824 -0.71537536 -0.38815954 -0.29683389 -0.41022245 -0.39973309 -0.41779622 -0.27235173 -0.61083134
"309" 0.24404031 -0.030303589 -0.11363494 0.87967386 -0.37831031 -0.093445023 0.26545857 0.051788669 -0.021435044 0.052140334 -0.15954511 0.077085803 -0.084277757 -0.036227941 -0.18987412 -0.05688087 -0.05688087 -0.3861846 -0.088570462 -0.51858546 -0.3893989 -0.1763477 -0.42846253 -0.45764928 -0.34058077 -0.66319608 -0.41024292 -0.3062881 -0.41775811 -0.34203663 -0.40256441 -0.33132959 -0.60818975
"310" 0.29942617 -0.010201837 -0.11816594 0.86870581 -0.39144615 -0.091045015 0.2389709 -0.022121455 -0.12439263 -0.035479022 -0.107681 0.13294461 -0.30094457 -0.033881884 0.056691516 -0.097905117 -0.097905117 -0.38279282 -0.11267164 -0.51185658 -0.44053926 -0.10797184 -0.37461205 -0.48502527 -0.32017596 -0.62636399 -0.40282534 -0.2851166 -0.42095372 -0.28460647 -0.45262326 -0.31083757 -0.5674148
"311" 0.27386865 -0.011459277 -0.1538041 0.87225827 -0.39689479 -0.094827502 0.31803141 -0.26976837 -0.11529587 -0.44406093 0.29417835 0.24684904 -0.20582606 -0.081333213 0.095533899 -0.15122527 -0.15122527 -0.44679921 -0.074463546 -0.56694387 -0.40382884 -0.15981459 -0.40148364 -0.46330902 -0.39657921 -0.62469045 -0.65933754 -0.28357866 -0.44897453 -0.28499327 -0.40325155 -0.28608353 -0.51477795
"312" 0.27278629 -0.034461224 -0.12698147 0.86958122 -0.40261704 -0.10752489 -0.071870404 -0.024276075 0.062495964 -0.31617853 0.18081368 0.18314516 0.02568456 -0.038639506 -0.09899507 -0.15408232 -0.15408232 -0.48707179 -0.11443807 -0.58483582 -0.43752942 -0.28273743 -0.44286946 -0.47210768 -0.41708348 -0.66355759 -0.59282603 -0.29826738 -0.46570154 -0.3834824 -0.37614926 -0.34293845 -0.54426233
"313" 0.21800676 -0.074887013 -0.052703157 0.9107582 -0.36711853 -0.12235405 -0.31214335 -0.33120434 0.16400894 0.36766959 -0.37064364 -0.11196525 -0.01696045 0.032672946 -0.18012683 -0.027133606 -0.027133606 -0.40872395 -0.098305107 -0.63224665 -0.29821273 -0.14905803 -0.40750219 -0.3945828 -0.43229465 -0.6483023 -0.61073075 -0.37558974 -0.60404833 -0.34389458 -0.42010073 -0.35175852 -0.68262007
"314" 0.26760132 -0.032814137 -0.1130729 0.88480962 -0.39019197 -0.094494647 -0.053761491 -0.22829739 0.029979917 0.19143492 -0.29276777 -0.03901699 0.057798332 0.075093059 -0.16135649 -0.093392278 -0.093392278 -0.41095144 -0.25290658 -0.58401164 -0.37516227 -0.23108783 -0.43183519 -0.44260905 -0.4609542 -0.6509108 -0.5862117 -0.38830224 -0.56941325 -0.31164124 -0.44462982 -0.39878678 -0.64998272
"315" 0.20297773 0.0074192704 -0.09300039 0.8731213 -0.39366157 -0.088340502 0.37710365 0.40216172 -0.010314568 0.49771439 -0.56813009 -0.14293452 -0.18292562 -0.072597838 0.10792837 -0.15071313 -0.15071313 -0.44370809 0.059151516 -0.54329024 -0.38277638 -0.066304693 -0.47506086 -0.41468434 -0.43250268 -0.66237348 -0.3925195 -0.2468636 -0.36660685 -0.341784 -0.47016001 -0.13489376 -0.60995331
"316" 0.29261951 -0.013621795 -0.092397696 0.87363124 -0.39570514 -0.090470533 0.21585979 0.23241489 -0.10252335 0.34588816 -0.43504738 -0.046696757 -0.48163165 -0.028408846 0.058445514 -0.033007974 -0.033007974 -0.37964164 0.10625231 -0.52248323 -0.28242936 0.028210757 -0.38466307 -0.37461433 -0.25025068 -0.66409735 -0.1664216 -0.14382083 -0.33836494 -0.25109634 -0.340825 -0.16306659 -0.61596214
"317" 0.25244236 -0.015507321 -0.070093738 0.87892336 -0.39836718 -0.085799694 -0.15845434 0.087199981 0.13109357 -0.19186157 0.089856223 0.075519779 -0.05752435 -0.071959061 -0.17810407 -0.053477935 -0.053477935 -0.41579185 -0.13328093 -0.55629303 -0.32161947 -0.067825686 -0.46974495 -0.43847147 -0.24671042 -0.71170042 -0.47149608 -0.29383206 -0.38250228 -0.26413456 -0.35367837 -0.41183175 -0.64312025
"318" 0.18944069 -0.0027834942 -0.065808412 0.87974094 -0.38578405 -0.076365232 -0.1658655 0.3859629 0.050857338 0.06748406 -0.18420497 0.08519977 0.03169046 -0.02981277 -0.087944291 -0.099690757 -0.099690757 -0.42361964 -0.11096419 -0.52370513 -0.31345215 0.0021782433 -0.40098616 -0.40469732 -0.33974664 -0.67139461 -0.44956534 -0.25362006 -0.37686939 -0.31554695 -0.36556366 -0.36318983 -0.57331753
"319" 0.25745284 -0.04335044 -0.11694851 0.87963832 -0.37585869 -0.078317189 0.22961528 -0.011908635 -0.16636405 -0.060430818 -0.078202759 0.21333186 -0.30989015 0.026070701 0.037514299 -0.055910268 -0.055910268 -0.36573735 -0.12061542 -0.51937652 -0.35736047 -0.20106781 -0.353213 -0.39005028 -0.40211972 -0.61736743 -0.41563407 -0.20348194 -0.44220608 -0.30494421 -0.34986343 -0.30281518 -0.55648329
"320" 0.2795809 -0.029329514 -0.13687861 0.87375668 -0.39401951 -0.088451511 0.29344557 -0.065058936 0.046730092 -0.41733009 0.31554673 0.21316743 -0.12097148 -0.16094742 -0.0073477808 -0.060315478 -0.060315478 -0.40366265 -0.10575352 -0.56569471 -0.31729842 -0.230766 -0.38288995 -0.40184845 -0.40224857 -0.64467795 -0.62031152 -0.27749874 -0.47723909 -0.28277821 -0.35034289 -0.28499187 -0.56302675
"321" 0.28068106 -0.0047294571 -0.12071994 0.86555365 -0.40731158 -0.092032114 0.070652349 -0.081064133 0.031156873 -0.29487254 0.15204132 0.15534923 -0.0016991896 -0.058435411 -0.12739425 -0.1223683 -0.1223683 -0.44774377 -0.19467519 -0.58919576 -0.46107799 -0.28069131 -0.46224107 -0.50462932 -0.4024944 -0.68639027 -0.62432432 -0.38916732 -0.48766421 -0.35432325 -0.44502569 -0.36990334 -0.61634199
"322" 0.17993953 -0.06017359 -0.017653749 0.91445818 -0.37174042 -0.10417362 0.050713184 0.032126559 -0.070516981 0.35029703 -0.44201433 -0.05685534 -0.15595751 -0.089002961 -0.024690708 -0.11154994 -0.11154994 -0.46352777 -0.14434922 -0.63560795 -0.43111602 -0.34215511 -0.48646618 -0.48486637 -0.5132523 -0.73660352 -0.62753774 -0.43548034 -0.55605454 -0.35749587 -0.47829944 -0.437878 -0.69371493
"323" 0.22588802 -0.021954576 -0.1080066 0.88768718 -0.39449518 -0.074466305 0.14962372 0.0069082077 -0.0044987783 0.20178468 -0.3137897 -0.026106049 -0.18967994 -0.13490113 0.052100119 -0.15812506 -0.15812506 -0.51313119 -0.23325609 -0.64525059 -0.5303585 -0.35479254 -0.5030826 -0.57482557 -0.4946662 -0.73593345 -0.64147541 -0.41836314 -0.54287061 -0.47094485 -0.56507188 -0.47502272 -0.69986241
"324" 0.26439312 0.0091204488 -0.10478296 0.87399533 -0.40046163 -0.072828718 0.24623416 -0.45061639 -0.18592797 0.48072293 -0.67498106 -0.11458206 -0.059829769 -0.0085108873 0.04641706 -0.085252323 -0.085252323 -0.45563384 0.065324603 -0.57653467 -0.39686356 0.011986145 -0.46792454 -0.49673241 -0.28973631 -0.73116216 -0.43453353 -0.28246006 -0.25495165 -0.23509043 -0.451128 -0.16555139 -0.6584681
"325" 0.28541537 0.016833852 -0.10688354 0.87110643 -0.39812968 -0.077482897 0.096766961 -0.18886341 -0.12914298 0.27293524 -0.4159858 0.012574274 -0.22760789 -0.068202726 0.057906259 -0.068733866 -0.068733866 -0.42544813 0.070148356 -0.58648184 -0.37872037 -0.099252542 -0.45367254 -0.4447638 -0.30752964 -0.71442373 -0.338853 -0.26520799 -0.26861423 -0.31319445 -0.39400731 -0.1686576 -0.65200265
"326" 0.23826921 0.00012396818 -0.093751617 0.87670526 -0.38754963 -0.083536273 0.13215298 0.3960985 -0.019693525 -0.19361788 0.15668429 0.12812349 -0.12121225 -0.22620456 0.049480705 -0.12619969 -0.12619969 -0.44887865 -0.20473052 -0.60969894 -0.39394606 -0.17579039 -0.48656855 -0.45218966 -0.42902986 -0.72692613 -0.54713947 -0.40123285 -0.50852322 -0.35089239 -0.40734778 -0.3765722 -0.6377606
"327" 0.18359029 -0.020857894 -0.052463899 0.88078238 -0.38195233 -0.083062814 -0.028700561 0.47068269 -0.017725159 0.11324979 -0.18502227 0.029693981 -0.064436737 -0.022740905 -0.053297482 -0.13873893 -0.13873893 -0.45225374 -0.17617823 -0.58458146 -0.39248843 -0.065424281 -0.43778512 -0.45213948 -0.38378304 -0.6627778 -0.45045221 -0.35453438 -0.49509057 -0.38255699 -0.34988746 -0.3398615 -0.63351303
"328" 0.21462352 -0.026791078 -0.10251064 0.88106332 -0.38332396 -0.080229533 -0.096653012 0.25263861 0.046651638 -0.035431311 -0.058556653 0.1521427 -0.31713817 0.10323069 -0.10223041 -0.11865186 -0.11865186 -0.44843175 -0.12067061 -0.56516931 -0.36744798 -0.1210788 -0.38569092 -0.43330767 -0.35700646 -0.65663329 -0.37925505 -0.28181287 -0.41512496 -0.30154639 -0.32106353 -0.31720868 -0.63329978
"329" 0.26001212 -0.030019182 -0.10970412 0.87758132 -0.38419705 -0.093275132 0.036981725 -0.079114921 -0.014725162 -0.42131216 0.26351272 0.21113532 -0.095597578 -0.093920268 -0.016296259 -0.1135769 -0.1135769 -0.45439093 -0.085549682 -0.57588708 -0.4366504 -0.15920503 -0.48615739 -0.4732162 -0.25822022 -0.72764735 -0.60848063 -0.37785703 -0.42126065 -0.28256914 -0.3679269 -0.35368817 -0.6498405
"330" 0.32955346 -0.045809874 -0.068692746 0.87003325 -0.38953599 -0.10227457 -0.08285449 -0.15213924 0.10163567 -0.32077105 0.15009047 0.17553167 0.037868054 -0.24515738 -0.091072781 -0.14179601 -0.14179601 -0.48700596 -0.13508638 -0.59684938 -0.38928571 -0.19215988 -0.42648177 -0.47733812 -0.36835723 -0.69320414 -0.60102882 -0.34378323 -0.48511586 -0.30826339 -0.41507628 -0.36570104 -0.66954663
"489" 0.058825669 -0.1086128 -0.076527896 0.91875957 -0.34508795 -0.15338932 0.10652535 0.42197244 -0.023811482 0.25671397 -0.25816231 -0.073977483 -0.1296897 -0.073352052 -0.30171475 -0.29939359 -0.29939359 -0.57386344 -0.50665424 -0.76022084 -0.55324672 -0.21657982 -0.59630647 -0.60259682 -0.51813319 -0.7422328 -0.66722742 -0.77242608 -0.51611886 -0.46928319 -0.56635443 -0.72043163 -0.82627283
"490" 0.21824853 -0.033435546 -0.11611135 0.87932603 -0.40299664 -0.14965569 0.03499627 0.28694952 -0.03186459 0.072562639 -0.15939935 -0.050160367 0.014225631 -0.091350753 0.047648638 -0.30909581 -0.30909581 -0.55329485 -0.59620453 -0.73947347 -0.52801917 -0.27071793 -0.59482307 -0.5846124 -0.5046029 -0.75389139 -0.63179179 -0.75293374 -0.54436181 -0.44834272 -0.56736274 -0.73578794 -0.77956935
"491" 0.32002946 -0.022273059 -0.087360494 0.87096991 -0.40623017 -0.16054309 -0.048953899 0.11539515 0.11161527 0.28265293 -0.23569433 -0.16767915 0.10775683 -0.16758764 -0.031198606 -0.33578959 -0.33578959 -0.5567932 -0.42662172 -0.73491382 -0.51668483 -0.28110392 -0.59453349 -0.58033494 -0.48172439 -0.75180891 -0.36368043 -0.73446793 -0.56985871 -0.43116225 -0.51572903 -0.46183632 -0.77299278
